unit_id,row,col,area_ha,land_type,slope_deg,disturbance,erosion_risk,biodiversity,human_exposure,dist_water_m,dist_settle_m,dist_source_m,rest_cost,risk_reduction,habitat_gain,water_gain,priority_score,candidate
323,11,15,428.5714,mixed_rural_land,1.0876,0.1951,0.0995,0.1764,0.4584,11043.73,4046.04,10279.61,601.202,91.8504,110.5805,8.3979,0.350679,1
324,11,16,428.5714,mixed_rural_land,1.3286,0.2624,0.1482,0.2609,0.583,12583.81,3079.4,8513.29,736.5036,122.8059,143.823,5.7516,0.369829,1
325,11,17,428.5714,mixed_rural_land,1.4332,0.0621,0.1468,0.338,0.5259,14036.9,2995.41,6753.24,588.0345,79.0724,177.8228,3.791,0.443318,1
326,11,18,428.5714,mixed_rural_land,1.4367,0.2526,0.0794,0.3536,0.5286,15490.0,3852.25,5010.95,740.6513,105.9351,200.1899,2.2955,0.416418,1
327,11,19,428.5714,mixed_rural_land,1.443,0.3495,0.0855,0.5299,0.4229,16943.09,5204.3,3279.9,789.0773,116.4708,263.8328,1.528,0.483896,1
328,11,20,428.5714,degraded_forest,1.5544,0.2153,0.0685,0.6292,0.322,16943.03,6760.71,1590.14,640.0486,79.3902,312.8199,1.4934,0.615115,1
329,11,21,428.5714,degraded_forest,1.7658,0.0741,0.0788,0.8823,0.3,16592.83,8408.76,0.0,538.7317,51.8234,400.8225,1.6737,0.843313,1
330,11,22,428.5714,degraded_forest,1.9771,0.0897,0.1101,0.7918,0.2806,16242.62,10103.7,0.0,554.7869,57.8775,379.5049,1.9276,0.791854,1
331,11,23,428.5714,degraded_forest,2.0881,0.1054,0.146,0.852,0.1497,15892.41,11825.39,0.0,582.9549,55.0519,393.6859,2.229,0.773588,1
332,11,24,428.5714,degraded_forest,2.0464,0.1195,0.1641,0.7012,0.1505,15542.2,13563.65,0.0,601.7932,60.5573,358.129,2.5182,0.699916,1
333,11,25,428.5714,degraded_forest,1.851,0.0667,0.1363,0.6936,0.1924,15192.0,14372.04,0.0,556.1947,49.7942,356.3594,2.6901,0.735073,1
334,11,26,428.5714,mixed_rural_land,1.5423,0.1572,0.0784,0.5566,0.118,14843.68,15267.16,1522.89,606.2011,52.1996,296.8015,2.7575,0.580267,1
335,11,27,428.5714,mixed_rural_land,1.1858,0.2669,0.1269,0.6163,0.1014,14627.28,16309.33,3211.16,748.3186,79.2017,285.1541,3.1241,0.491074,1
336,12,0,428.5714,mixed_rural_land,2.2831,0.2231,0.1111,0.5517,0.0832,12602.42,24574.67,4026.85,742.5956,66.8367,258.9718,5.461,0.446097,1
337,12,1,428.5714,mixed_rural_land,2.3892,0.1353,0.1632,0.508,0.1206,10984.23,23895.74,2243.59,654.4996,60.9115,273.8307,9.252,0.525583,1
338,12,2,428.5714,degraded_forest,2.3299,0.0,0.1787,0.8028,0.125,9366.05,22396.39,469.74,522.5592,37.5193,373.243,14.9638,0.814695,1
339,12,3,428.5714,degraded_forest,2.1152,0.0523,0.1685,0.7976,0.135,7747.87,20899.82,0.0,566.3873,46.9218,380.8703,23.4723,0.796742,1
340,12,4,428.5714,degraded_forest,1.797,0.1556,0.1493,0.8949,0.1055,6129.68,19452.1,0.0,597.5758,61.4274,403.8076,36.4105,0.839467,1
341,12,5,428.5714,degraded_forest,1.4844,0.2968,0.2111,0.6643,0.1261,4511.5,18064.97,0.0,688.4972,99.723,349.4473,62.1963,0.742729,1
342,12,6,428.5714,degraded_forest,1.3346,0.4539,0.2404,0.7639,0.2417,2893.31,16753.51,0.0,852.3645,144.3149,372.928,102.0474,0.726556,1
343,12,7,428.5714,mixed_rural_land,1.4192,0.4456,0.3267,0.554,0.2165,1275.13,15536.87,1318.43,897.8685,153.4952,299.6241,177.4467,0.702292,1
344,12,8,428.5714,riparian_buffer,1.6112,0.3567,0.4111,0.5173,0.2708,343.06,14439.05,3099.4,757.6938,153.6611,263.4025,251.2692,0.882062,1
345,12,9,428.5714,mixed_rural_land,1.7478,0.464,0.345,0.4915,0.2583,1961.24,13489.09,4882.96,912.1419,163.3707,234.2,148.5461,0.598719,1
346,12,10,428.5714,mixed_rural_land,1.7464,0.5681,0.1926,0.4061,0.3044,3579.46,11760.63,6666.52,945.7146,164.5448,194.7491,79.458,0.463937,1
347,12,11,428.5714,mixed_rural_land,1.6049,0.5542,0.1937,0.3587,0.3037,5238.53,9976.82,8450.09,991.3033,161.9693,167.4035,49.5281,0.382225,1
348,12,12,428.5714,mixed_rural_land,1.3933,0.2949,0.1182,0.3129,0.2791,6905.22,8193.84,10233.65,723.4394,98.5233,143.0714,28.0648,0.372747,1
349,12,13,428.5714,mixed_rural_land,1.2413,0.4333,0.1378,0.3448,0.4231,8571.91,6412.38,12017.55,843.9189,140.4989,139.2683,17.8666,0.352681,1
350,12,14,428.5714,mixed_rural_land,1.2592,0.1973,0.0909,0.1095,0.4393,10238.6,4634.2,12525.3,644.6737,89.3411,80.9198,10.4502,0.280314,1
351,12,15,428.5714,mixed_rural_land,1.4096,0.0341,0.0887,0.1396,0.5147,11905.28,2865.39,10812.06,575.3139,64.0035,98.3132,6.4724,0.293386,1
352,12,16,428.5714,mixed_rural_land,1.5699,0.3176,0.1016,0.2718,0.7397,13571.97,1150.09,9123.99,743.7036,139.8812,141.5167,4.0889,0.383872,1
353,12,17,428.5714,mixed_rural_land,1.6674,0.1322,0.0879,0.4426,0.6758,15238.66,901.39,7453.91,627.9831,96.6079,195.8577,2.4944,0.469694,1
354,12,18,428.5714,mixed_rural_land,1.7069,0.0,0.1178,0.4801,0.6069,16884.97,2584.54,5832.75,565.7048,69.6985,220.7914,1.6203,0.516365,1
355,12,19,428.5714,mixed_rural_land,1.7437,0.0188,0.1277,0.5838,0.4229,18338.07,4350.26,4275.79,569.4585,59.0448,263.3655,1.0833,0.568072,1
356,12,20,428.5714,mixed_rural_land,1.8288,0.1578,0.1218,0.4803,0.3431,19296.43,6127.58,2824.09,683.6278,78.0989,258.6302,0.8176,0.493758,1
357,12,21,428.5714,degraded_forest,1.9546,0.2002,0.1393,0.7581,0.3138,18946.22,7908.68,1568.3,722.4108,86.4039,343.5557,0.9238,0.596452,1
358,12,22,428.5714,degraded_forest,2.0589,0.1602,0.1302,0.7248,0.2365,18596.01,9691.48,655.63,643.8088,70.7043,351.455,1.0095,0.65729,1
359,12,23,428.5714,degraded_forest,2.0734,0.202,0.1026,0.8548,0.2076,18245.8,11475.18,301.39,722.7683,72.146,388.611,1.077,0.638979,1
360,12,24,428.5714,degraded_forest,1.9603,0.1534,0.1541,0.7169,0.204,17895.6,13259.43,631.56,645.0806,70.1754,350.047,1.27,0.653395,1
361,12,25,428.5714,degraded_forest,1.7225,0.2977,0.0843,0.6572,0.1514,17545.39,15044.03,1525.72,726.5147,83.044,320.4731,1.2844,0.557183,1
362,12,26,428.5714,mixed_rural_land,1.398,0.0587,0.1206,0.563,0.1627,17209.73,16828.86,2770.19,584.8314,43.3432,278.9101,1.4819,0.553553,1
363,12,27,428.5714,mixed_rural_land,1.0464,0.0,0.1198,0.4164,0.074,17023.43,18253.61,4214.52,512.908,24.3094,224.6854,1.5614,0.488501,1
364,13,0,428.5714,mixed_rural_land,2.099,0.3319,0.0788,0.3707,0.0799,11675.98,26696.87,4543.78,734.6288,82.676,209.8076,6.8204,0.407422,1
365,13,1,428.5714,mixed_rural_land,2.2428,0.0404,0.1626,0.5889,0.0681,9992.45,25202.62,2906.76,582.7184,38.0087,283.0269,12.2728,0.571989,1
366,13,2,428.5714,mixed_rural_land,2.2684,0.1288,0.1692,0.5335,0.1386,8351.12,23748.65,1373.38,628.3566,62.0976,293.8587,19.7735,0.597956,1
367,13,3,428.5714,degraded_forest,2.2005,0.0418,0.1591,0.8104,0.1192,6732.94,22342.84,73.96,530.4821,42.1405,382.4573,31.0171,0.85887,1
368,13,4,428.5714,degraded_forest,2.0947,0.197,0.2008,0.7961,0.1195,5114.76,20994.86,0.0,725.2345,78.3638,380.5182,51.7358,0.704073,1
369,13,5,428.5714,degraded_forest,2.0239,0.1287,0.2149,0.7457,0.2009,3496.57,19716.57,0.0,668.5581,74.2833,368.6282,83.4781,0.787351,1
370,13,6,428.5714,degraded_forest,2.0378,0.2557,0.2981,0.8197,0.2474,1878.39,18522.42,654.1,736.3461,115.2338,373.8722,145.0551,0.861227,1
371,13,7,428.5714,riparian_buffer,2.1206,0.2889,0.4213,0.6037,0.248,260.2,17212.33,2091.98,754.8503,140.1553,298.7634,259.7176,0.925529,1
372,13,8,428.5714,mixed_rural_land,2.2023,0.3871,0.3896,0.3999,0.2851,1357.98,15438.79,3682.05,820.7258,157.5284,227.7238,184.262,0.693915,1
373,13,9,428.5714,mixed_rural_land,2.2101,0.3391,0.2823,0.4294,0.1922,2976.16,13668.41,5350.81,826.5439,124.2116,214.1508,104.259,0.535509,1
374,13,10,428.5714,mixed_rural_land,2.1059,0.3562,0.2459,0.3382,0.2081,4594.35,11902.63,7053.31,748.1934,123.4204,174.9828,63.1483,0.483233,1
375,13,11,428.5714,mixed_rural_land,1.8998,0.4293,0.1815,0.3115,0.244,6212.53,10143.82,8784.0,885.6156,130.9213,153.5366,36.9621,0.362934,1
376,13,12,428.5714,mixed_rural_land,1.6506,0.3727,0.107,0.1556,0.2842,7830.72,8396.37,10522.65,749.4439,112.296,104.0059,21.2368,0.316953,1
377,13,13,428.5714,mixed_rural_land,1.4521,0.3814,0.1201,0.3141,0.3226,9449.49,6669.23,12274.66,817.8879,119.2143,130.5509,13.5979,0.322004,1
378,13,14,428.5714,mixed_rural_land,1.3817,0.2623,0.1152,0.1073,0.3874,11100.15,4983.55,13323.24,756.513,101.0715,76.176,8.4326,0.245442,1
379,13,15,428.5714,mixed_rural_land,1.4267,0.0,0.0714,0.3245,0.5264,12766.83,3401.54,11701.61,479.2536,55.8289,136.3381,4.9445,0.411289,1
380,13,16,428.5714,mixed_rural_land,1.5053,0.1617,0.1091,0.2636,0.6514,14433.52,2163.96,10109.68,627.4958,103.3967,132.3019,3.228,0.380762,1
381,13,17,428.5714,mixed_rural_land,1.5573,0.1098,0.1403,0.1846,0.6627,16100.21,2042.67,8574.96,580.9542,99.0225,125.3245,2.0856,0.38976,1
382,13,18,428.5714,mixed_rural_land,1.5808,0.1979,0.1327,0.2999,0.4844,17766.9,3168.57,7115.57,709.8804,99.5881,165.3666,1.2833,0.375046,1
383,13,19,428.5714,mixed_rural_land,1.6116,0.1107,0.1102,0.4769,0.4165,19433.59,4720.67,5758.42,590.8094,73.5754,220.8309,0.7747,0.499621,1
384,13,20,428.5714,mixed_rural_land,1.6778,0.2353,0.128,0.3948,0.3666,21100.28,6395.87,4559.74,708.972,96.0086,215.2959,0.4922,0.439787,1
385,13,21,428.5714,mixed_rural_land,1.7625,0.111,0.1479,0.526,0.2558,21299.61,8118.32,3586.36,628.9812,65.5072,258.7311,0.4766,0.516255,1
386,13,22,428.5714,mixed_rural_land,1.8128,0.1014,0.0644,0.5601,0.2241,20949.41,9863.3,2940.85,575.5752,48.4379,275.7545,0.4728,0.564071,1
387,13,23,428.5714,mixed_rural_land,1.7762,0.3022,0.1549,0.5091,0.2066,20599.2,11620.66,2700.24,765.7302,99.2311,267.212,0.5872,0.479321,1
388,13,24,428.5714,mixed_rural_land,1.6268,0.0,0.1136,0.4504,0.1897,20248.99,13385.53,2923.49,526.8853,33.2968,250.1382,0.6164,0.539114,1
389,13,25,428.5714,mixed_rural_land,1.3726,0.0028,0.0952,0.5889,0.0971,19898.78,15155.29,3554.52,486.3266,23.1306,273.971,0.6651,0.612277,1
390,13,26,428.5714,mixed_rural_land,1.05,0.2699,0.1202,0.4755,0.1246,19584.04,16928.39,4517.16,693.568,80.7664,234.8483,0.7516,0.456143,1
391,13,27,428.5714,mixed_rural_land,0.713,0.2125,0.0259,0.3852,0.151,19420.54,18703.9,5706.43,638.4716,57.7974,199.7908,0.6932,0.404531,1
392,14,0,428.5714,mixed_rural_land,1.7253,0.0885,0.1377,0.3021,0.1233,11171.78,28047.16,5672.5,549.3337,48.2973,180.5746,8.4997,0.432108,1
393,14,1,428.5714,mixed_rural_land,1.8618,0.2093,0.1555,0.3657,0.0692,9398.35,26628.78,4276.99,641.6378,69.612,211.9358,14.4192,0.461268,1
394,14,2,428.5714,mixed_rural_land,1.9231,0.2729,0.1642,0.4106,0.0938,7630.66,25257.05,3065.41,755.5685,85.2846,238.7176,24.1463,0.460777,1
395,14,3,428.5714,degraded_forest,1.9403,0.1285,0.1449,0.6895,0.11,5873.88,23939.98,2158.19,629.2812,55.9383,317.9554,38.9634,0.656077,1
396,14,4,428.5714,mixed_rural_land,1.9576,0.3928,0.2512,0.5336,0.1065,4141.93,22687.09,1720.95,791.0134,122.5445,288.1472,72.2742,0.610566,1
397,14,5,428.5714,mixed_rural_land,2.0097,0.2139,0.2478,0.5857,0.1995,2481.65,21120.92,1866.58,697.8472,95.5064,298.0835,115.7161,0.729825,1
398,14,6,428.5714,riparian_buffer,2.0969,0.2076,0.3398,0.6354,0.2618,863.46,19376.02,2547.69,653.1915,113.4437,299.2447,202.2239,0.941397,1
399,14,7,428.5714,riparian_buffer,2.1817,0.3365,0.3489,0.4005,0.1903,754.72,17639.28,3617.22,771.0618,133.5425,228.7213,210.4844,0.742804,1
400,14,8,428.5714,mixed_rural_land,2.2126,0.281,0.2905,0.4919,0.1911,2372.91,15913.4,4926.88,731.552,114.1441,233.7796,124.9433,0.646389,1
401,14,9,428.5714,mixed_rural_land,2.1504,0.3315,0.248,0.3673,0.2507,3991.09,14202.31,6389.17,792.9971,122.6244,188.3788,75.1959,0.487012,1
402,14,10,428.5714,mixed_rural_land,1.9845,0.1141,0.1822,0.25,0.2303,5609.27,12512.09,7939.66,580.5099,69.089,146.1115,43.9559,0.446429,1
403,14,11,428.5714,mixed_rural_land,1.7391,0.1411,0.163,0.2534,0.2136,7227.46,10852.51,9552.2,678.5632,69.9704,133.9178,27.0571,0.340345,1
404,14,12,428.5714,mixed_rural_land,1.472,0.1978,0.1662,0.1989,0.2614,8845.64,9240.08,11204.44,621.979,85.4739,109.7853,17.1056,0.341434,1
405,14,13,428.5714,mixed_rural_land,1.2615,0.4594,0.064,0.1501,0.3074,10463.83,7704.45,12884.99,868.2415,124.5352,88.5474,9.451,0.256304,1
406,14,14,428.5714,mixed_rural_land,1.1642,0.1538,0.0856,0.1273,0.378,12082.01,6302.04,14402.1,620.943,74.9079,75.6796,6.1282,0.252383,1
407,14,15,428.5714,mixed_rural_land,1.1615,0.203,0.1413,0.1473,0.4551,13700.19,5143.0,12876.58,648.4384,99.3513,87.9363,4.1457,0.295222,1
408,14,16,428.5714,mixed_rural_land,1.1847,0.0,0.1375,0.291,0.4947,15319.64,4422.97,11413.84,532.1052,63.0187,130.179,2.5976,0.367964,1
409,14,17,428.5714,mixed_rural_land,1.1894,0.2623,0.0453,0.2591,0.4489,16963.27,4364.92,10016.53,736.3289,95.8649,131.898,1.4381,0.311275,1
410,14,18,428.5714,mixed_rural_land,1.183,0.1486,0.1028,0.2668,0.406,18628.45,4991.98,8718.03,671.8135,78.8852,143.552,0.9658,0.332537,1
411,14,19,428.5714,mixed_rural_land,1.2013,0.1087,0.039,0.2871,0.3866,20295.14,6096.29,7551.19,576.2567,59.9461,158.3168,0.5501,0.379714,1
412,14,20,428.5714,mixed_rural_land,1.2624,0.2051,0.1205,0.3786,0.2725,21961.83,7469.08,6554.42,637.6877,80.9898,189.3687,0.3812,0.424565,1
413,14,21,428.5714,mixed_rural_land,1.3376,0.1841,0.0671,0.2698,0.2747,23628.52,8988.17,5776.91,642.9009,69.1249,171.821,0.2207,0.375122,1
414,14,22,428.5714,mixed_rural_land,1.3722,0.0,0.1397,0.4496,0.2111,23302.8,10590.79,5276.72,513.6622,39.0516,219.7563,0.2662,0.504367,1
415,14,23,428.5714,mixed_rural_land,1.321,0.2066,0.1205,0.442,0.1793,22952.59,12244.18,5100.13,673.8855,73.2946,219.9936,0.2872,0.435646,1
416,14,24,428.5714,mixed_rural_land,1.1664,0.0215,0.054,0.3569,0.1716,22602.38,13930.27,5263.62,560.4445,26.964,198.0626,0.2906,0.402033,1
417,14,25,428.5714,mixed_rural_land,0.9208,0.0,0.1078,0.4156,0.1624,22252.18,15638.5,5752.57,531.5283,30.0858,206.4467,0.3452,0.445654,1
418,14,26,428.5714,mixed_rural_land,0.619,0.2035,0.0627,0.3898,0.1175,21963.94,17362.33,6517.71,685.6915,58.7275,192.3875,0.353,0.366736,1
419,14,27,428.5714,mixed_rural_land,0.3083,0.0,0.0983,0.2049,0.1265,21818.28,19097.53,7508.61,499.1292,25.5933,139.3077,0.3859,0.331151,1
